,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,4,48,34,92,70,28
2,lstm,0.1,0.5,4,53,95,60,91,17
3,lstm,0.1,0.8,5,34,71,89,90,12
4,lstm,0.1,0.8,5,39,59,90,83,17
5,lstm,0.1,0.8,5,34,71,89,90,12
6,lstm,0.1,0.5,4,53,95,60,91,17
7,lstm,0.1,0.5,4,58,83,61,84,21
8,lstm,0.1,0.8,5,39,59,90,83,17
9,lstm,0.1,0.8,5,34,71,89,90,12
10,lstm,0.1,0.5,4,58,83,61,84,22
11,lstm,0.1,0.8,5,39,59,90,83,16
12,lstm,0.1,0.8,5,39,59,90,83,16
13,lstm,0.1,0.8,5,29,83,88,97,6
14,lstm,0.1,0.5,4,51,98,59,93,15
15,lstm,0.1,0.8,5,29,83,88,97,5
16,lstm,0.1,0.8,5,29,83,88,97,7
17,lstm,0.1,0.8,5,39,59,90,83,16
