,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.5,4,53,95,60,91,17
2,lstm,0.1,0.8,4,39,47,98,82,14
3,mlp,0.001,0.3,1,91,50,95,71,68
4,lstm,0.1,0.7,4,39,76,80,89,14
5,lstm,0.1,0.6,4,41,61,87,85,11
6,lstm,0.1,0.6,4,49,59,80,79,22
7,mlp,0.001,0.3,1,88,46,98,70,67
8,lstm,0.1,0.7,4,39,69,84,87,14
9,lstm,0.1,0.7,4,45,56,96,83,25
10,mlp,0.001,0.3,1,91,50,95,71,68
11,mlp,0.001,0.2,1,98,73,76,74,71
12,mlp,0.001,0.3,1,89,47,96,70,67
13,mlp,0.001,0.2,1,95,64,83,72,69
14,mlp,0.001,0.2,1,95,69,78,73,70
15,mlp,0.001,0.2,1,94,61,84,71,68
16,mlp,0.001,0.2,1,97,70,78,73,70
17,lstm,0.1,0.8,5,29,51,99,84,8
