,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.2,4,61,99,31,80,14
2,mlp,0.0001,0.3,2,90,45,97,68,64
3,lstm,0.1,0.8,5,34,71,76,74,89
4,lstm,0.1,0.5,4,53,51,76,74,89
5,lstm,0.1,0.3,4,18,76,31,37,14
6,lstm,0.1,0.8,5,34,71,89,90,12
7,lstm,0.1,0.3,4,18,95,31,64,14
8,lstm,0.1,0.3,4,18,76,94,37,14
9,lstm,0.1,0.8,5,34,71,89,74,12
10,lstm,0.1,0.8,5,34,37,76,90,12
11,lstm,0.1,0.8,5,34,51,89,90,12
12,lstm,0.1,0.8,5,34,71,30,90,12
13,lstm,0.1,0.3,4,18,51,76,74,89
14,lstm,0.1,0.5,4,51,51,76,74,89
15,lstm,0.1,0.3,4,17,96,30,37,89
16,lstm,0.1,0.2,4,53,91,76,74,29
17,lstm,0.1,0.5,4,53,51,76,74,89
