,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,4,47,37,92,72,27
2,lstm,0.1,0.0,4,67,87,34,76,49
3,lstm,0.1,0.3,4,56,92,53,87,25
4,lstm,0.1,0.8,5,34,71,89,90,12
5,lstm,0.1,0.3,3,67,56,58,69,39
6,lstm,0.1,0.2,3,67,61,53,70,38
7,lstm,0.1,0.1,4,62,99,36,83,41
8,lstm,0.1,0.8,5,34,71,89,90,12
9,lstm,0.1,0.4,4,47,84,64,86,25
10,lstm,0.1,0.1,3,64,60,52,68,42
11,lstm,0.1,0.0,4,64,99,31,81,46
12,lstm,0.1,0.0,4,63,99,30,81,46
13,lstm,0.1,0.0,3,65,98,32,81,43
14,lstm,0.1,0.8,5,34,71,89,90,12
15,lstm,0.1,0.0,4,64,99,31,81,46
16,lstm,0.1,0.8,5,34,71,89,90,12
17,lstm,0.1,0.0,4,62,99,33,82,42
