,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,5,34,71,89,90,12
2,lstm,0.1,0.8,5,34,71,55,90,12
3,lstm,0.1,0.0,5,34,71,89,90,12
4,mlp,0.1,0.8,1,22,96,55,90,51
5,mlp,0.001,0.8,2,89,96,55,80,58
6,lstm,0.1,0.8,5,34,71,89,90,12
7,lstm,0.1,0.8,5,34,72,89,90,12
8,mlp,0.001,0.8,2,89,96,55,80,58
9,mlp,0.001,0.0,2,89,96,55,80,58
10,mlp,0.001,0.0,2,89,96,55,80,58
11,mlp,0.001,0.0,2,89,96,55,80,58
12,lstm,0.1,0.8,5,34,71,89,90,12
13,mlp,0.001,0.0,2,89,96,55,80,58
14,mlp,0.01,0.8,4,24,13,32,90,51
15,lstm,0.1,0.8,5,34,71,89,90,12
16,mlp,0.01,0.8,4,24,13,32,90,51
17,mlp,0.01,0.8,4,24,13,32,90,51
18,lstm,0.1,0.0,5,34,96,89,90,12
19,mlp,0.01,0.8,4,24,13,32,90,51
20,mlp,0.01,0.8,4,24,13,32,90,51
21,lstm,0.1,0.8,5,34,71,44,90,12
22,mlp,0.01,0.8,4,24,13,32,90,51
23,mlp,0.01,0.8,4,24,13,32,90,51
24,mlp,0.01,0.8,4,24,13,32,90,51
25,mlp,0.01,0.8,4,24,13,32,90,51
26,mlp,0.001,0.0,2,99,76,31,80,14
27,mlp,0.001,0.0,2,99,76,54,80,14
28,mlp,0.01,0.8,4,24,13,32,90,50
29,mlp,0.01,0.8,4,24,13,32,80,51
30,mlp,0.001,0.0,2,89,96,55,80,12
31,mlp,0.01,0.8,4,24,13,32,90,51
32,mlp,0.001,0.0,2,99,76,54,80,14
33,mlp,0.001,0.0,2,89,96,55,80,12
34,mlp,0.01,0.8,4,24,91,32,81,51
35,mlp,0.01,0.8,4,24,13,32,90,51
