,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,4,69,96,52,71,34
2,lstm,0.1,0.8,4,70,96,52,71,5
3,lstm,0.1,0.5,4,53,45,69,44,17
4,lstm,0.1,0.5,4,53,12,69,44,17
5,mlp,1e-05,0.0,1,99,16,50,67,84
6,lstm,0.1,0.8,4,69,5,52,71,34
7,lstm,0.1,0.8,4,69,96,52,71,34
8,lstm,0.1,0.0,4,69,96,52,71,34
9,lstm,0.1,0.3,5,34,37,89,90,72
10,lstm,0.1,0.5,4,53,12,20,44,11
11,lstm,0.1,0.3,5,34,73,89,90,12
12,lstm,0.1,0.3,5,34,73,89,90,12
13,lstm,0.1,0.3,5,34,73,89,44,12
14,lstm,0.1,0.5,4,53,12,69,44,17
15,lstm,0.1,0.5,4,53,71,69,91,17
16,mlp,1e-05,0.0,1,99,16,78,67,84
17,lstm,0.1,0.5,4,53,12,69,44,34
