,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.5,4,53,95,60,91,17
2,lstm,0.1,0.5,4,53,95,60,91,17
3,lstm,0.1,0.3,3,75,90,42,80,30
4,lstm,0.1,0.8,5,34,71,89,90,12
5,lstm,0.1,0.4,4,54,93,62,94,13
6,lstm,0.1,0.5,4,53,95,60,91,17
7,lstm,0.1,0.5,4,53,95,60,91,17
8,lstm,0.1,0.5,3,52,97,55,86,21
9,lstm,0.1,0.4,4,53,94,60,92,15
10,lstm,0.1,0.8,4,35,70,90,91,9
11,lstm,0.1,0.7,5,34,71,88,90,11
12,lstm,0.1,0.8,5,31,68,92,89,11
13,lstm,0.1,0.4,4,54,93,62,94,13
14,lstm,0.1,0.4,4,53,94,60,92,15
15,lstm,0.1,0.8,5,34,71,89,90,12
16,lstm,0.1,0.5,4,43,91,60,81,25
17,lstm,0.1,0.7,5,34,71,88,90,11
