,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,4,47,37,92,72,27
2,lstm,0.1,0.8,5,34,71,89,90,12
3,lstm,0.1,0.5,5,40,67,76,82,27
4,lstm,0.1,0.0,4,67,87,34,76,49
5,lstm,0.1,0.8,5,32,47,98,80,18
6,lstm,0.1,0.8,4,47,37,92,72,27
7,lstm,0.1,0.6,5,37,68,81,85,20
8,lstm,0.1,0.7,5,38,73,82,88,16
9,lstm,0.1,0.3,3,37,69,79,84,18
10,lstm,0.1,0.6,5,27,59,96,86,13
11,lstm,0.1,0.4,5,46,71,65,79,34
12,lstm,0.1,0.7,5,34,72,87,90,12
13,lstm,0.1,0.0,4,67,87,34,76,49
14,lstm,0.1,0.7,5,33,70,89,90,11
15,lstm,0.1,0.4,5,43,95,60,91,22
16,lstm,0.1,0.3,5,41,59,70,74,37
17,lstm,0.1,0.4,5,42,67,70,79,32
