,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,5,34,71,89,90,12
2,lstm,0.1,0.8,5,34,71,55,90,12
3,lstm,0.1,0.1,5,34,71,71,86,12
4,lstm,0.1,0.8,1,90,96,55,90,12
5,lstm,0.1,0.8,5,34,71,89,90,12
6,lstm,0.1,0.8,5,34,71,89,90,12
7,lstm,0.1,0.8,5,34,71,89,90,12
8,mlp,0.0001,0.1,5,34,71,69,80,12
9,lstm,0.1,0.8,1,44,96,55,71,34
10,lstm,0.1,0.8,5,34,71,39,90,12
11,lstm,0.1,0.0,2,34,71,89,90,14
12,mlp,0.0001,0.1,5,34,71,69,80,12
13,mlp,0.1,0.8,5,34,71,89,90,12
14,lstm,0.1,0.8,5,34,71,89,90,12
15,lstm,0.1,0.8,5,34,71,89,90,12
16,lstm,0.1,0.1,5,34,71,69,80,12
17,lstm,0.1,0.8,5,34,71,89,80,12
18,lstm,0.1,0.8,5,34,71,89,80,12
19,lstm,0.1,0.8,5,34,71,89,80,12
20,lstm,0.1,0.0,5,34,71,89,90,12
21,lstm,0.1,0.8,5,34,75,89,86,12
22,lstm,0.1,0.8,5,34,71,89,80,12
23,lstm,0.1,0.8,5,34,71,55,80,14
24,lstm,0.1,0.8,5,34,71,89,80,12
25,lstm,0.1,0.8,5,34,71,89,80,12
26,lstm,0.1,0.0,5,34,96,89,80,12
27,lstm,0.1,0.8,5,34,71,89,80,12
28,mlp,1e-05,0.0,2,38,96,55,79,14
29,lstm,0.1,0.0,5,34,71,22,90,14
30,lstm,0.1,0.8,5,34,71,89,90,12
31,lstm,0.1,0.8,5,34,71,89,90,12
32,lstm,0.1,0.0,5,34,71,89,79,14
33,lstm,0.1,0.8,5,34,71,89,80,12
34,lstm,0.1,0.0,5,34,71,22,90,14
35,lstm,0.1,0.0,5,34,71,22,90,14
