,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,5,34,71,89,90,12
2,lstm,0.1,0.8,5,34,71,89,90,12
3,lstm,0.1,0.6,4,47,72,77,87,12
4,lstm,0.1,0.8,5,34,71,89,90,12
5,lstm,0.1,0.8,5,34,71,89,90,12
6,lstm,0.1,0.6,4,43,71,80,87,12
7,lstm,0.1,0.6,4,47,72,77,87,12
8,lstm,0.1,0.8,5,34,71,89,90,12
9,lstm,0.1,0.8,5,34,71,89,90,12
10,lstm,0.1,0.8,5,30,70,91,90,12
11,lstm,0.1,0.8,5,34,71,89,90,12
12,lstm,0.1,0.6,4,46,71,77,87,12
13,lstm,0.1,0.6,4,42,70,78,87,12
14,lstm,0.1,0.6,4,47,72,77,87,12
15,lstm,0.1,0.6,4,47,72,77,87,12
16,lstm,0.1,0.6,4,45,70,77,87,12
17,lstm,0.1,0.6,4,42,69,77,87,12
18,lstm,0.1,0.8,5,30,70,91,90,12
19,lstm,0.1,0.6,4,44,70,78,87,12
20,lstm,0.1,0.6,4,41,69,78,87,12
21,lstm,0.1,0.5,3,49,72,74,86,12
22,lstm,0.1,0.6,4,41,69,78,87,12
23,lstm,0.1,0.8,5,29,69,91,90,12
24,lstm,0.1,0.8,5,29,69,91,90,12
25,lstm,0.1,0.6,4,45,71,77,87,12
26,lstm,0.1,0.6,4,45,70,77,87,12
27,lstm,0.1,0.7,4,30,68,88,89,12
28,lstm,0.1,0.7,4,28,68,90,89,12
29,lstm,0.1,0.8,5,29,69,91,90,12
30,lstm,0.1,0.7,4,27,67,90,89,12
31,lstm,0.1,0.8,5,29,69,91,90,12
32,lstm,0.1,0.6,4,33,67,83,87,12
33,lstm,0.1,0.6,4,42,70,80,87,12
34,lstm,0.1,0.5,3,46,69,72,85,12
35,lstm,0.1,0.6,4,33,68,83,87,12
