,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,5,34,71,89,90,12
2,lstm,0.1,0.8,5,34,71,55,90,12
3,mlp,0.001,0.0,2,89,6,55,80,58
4,lstm,0.1,0.8,5,34,71,89,37,12
5,lstm,0.1,0.8,5,34,71,89,90,12
6,lstm,0.1,0.6,1,44,76,22,37,44
7,lstm,0.1,0.8,5,34,71,89,90,12
8,lstm,0.1,0.8,5,34,71,89,90,12
9,mlp,1e-05,0.0,2,85,76,22,37,14
10,lstm,0.1,0.8,5,33,82,89,90,12
11,lstm,0.1,0.8,5,34,71,89,90,12
12,lstm,0.1,0.8,5,33,71,84,90,12
13,lstm,0.1,0.8,5,34,71,89,90,12
14,lstm,0.1,0.8,5,34,71,89,90,12
15,lstm,0.1,0.8,5,34,71,89,90,12
16,lstm,0.1,0.8,5,34,71,89,90,12
17,lstm,0.1,0.6,5,34,71,22,37,58
18,mlp,1e-05,0.0,2,85,76,22,37,14
19,lstm,0.1,0.8,5,34,71,99,90,12
20,lstm,0.1,0.8,5,34,71,89,90,12
21,lstm,0.1,0.8,2,75,71,89,90,12
22,lstm,0.1,0.8,5,34,71,89,90,12
23,lstm,0.1,0.6,1,44,76,22,37,58
24,lstm,0.1,0.8,5,34,71,89,90,12
25,lstm,0.1,0.8,5,34,71,89,90,12
26,lstm,0.1,0.8,5,34,71,89,90,12
27,lstm,0.1,0.8,5,34,71,89,90,12
28,lstm,0.1,0.8,5,34,71,71,90,12
29,mlp,0.001,0.0,2,89,6,55,80,58
30,lstm,0.1,0.8,5,34,71,89,90,12
31,lstm,0.1,0.8,5,34,71,89,90,12
32,lstm,0.1,0.8,5,34,71,89,90,12
33,lstm,0.1,0.0,2,55,71,22,87,42
34,lstm,0.1,0.8,1,44,76,89,90,12
35,lstm,0.1,0.8,5,34,71,89,90,12
