,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.2,4,44,96,55,71,11
2,lstm,0.1,0.5,4,53,95,60,91,17
3,lstm,0.1,0.8,5,34,71,89,90,14
4,lstm,0.1,0.2,4,15,84,37,71,11
5,lstm,0.1,0.2,4,34,84,37,71,11
6,lstm,0.1,0.8,5,34,71,89,90,12
7,lstm,0.1,0.8,5,34,71,89,90,12
8,lstm,0.1,0.8,5,34,71,89,90,12
9,lstm,0.1,0.5,4,53,95,60,91,22
10,lstm,0.1,0.8,5,93,71,89,90,12
11,mlp,0.001,0.6,2,89,6,69,44,58
12,lstm,0.1,0.2,4,15,84,37,71,11
13,lstm,0.1,0.8,5,34,71,89,90,12
14,lstm,0.1,0.5,4,62,95,60,91,22
15,lstm,0.1,0.2,4,15,5,37,71,11
16,lstm,0.1,0.5,4,62,95,60,91,22
17,lstm,0.1,0.0,4,99,95,60,91,22
