,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.5,4,53,95,60,91,17
1,lstm,0.1,0.5,4,53,95,59,91,17
2,lstm,0.1,0.5,4,53,95,60,91,17
3,lstm,0.1,0.5,3,56,86,60,86,20
4,lstm,0.1,0.8,4,48,34,91,70,28
5,lstm,0.1,0.5,4,50,98,60,93,14
6,lstm,0.1,0.8,5,34,71,89,90,12
7,lstm,0.1,0.8,5,34,71,89,90,12
8,lstm,0.1,0.8,5,34,71,89,90,12
9,lstm,0.1,0.8,5,33,66,91,88,13
10,lstm,0.1,0.8,5,34,71,89,90,12
11,lstm,0.1,0.8,4,48,34,92,70,28
12,lstm,0.1,0.8,4,48,34,92,70,28
13,lstm,0.1,0.8,4,48,34,93,70,28
14,lstm,0.1,0.8,5,34,71,90,90,12
15,lstm,0.1,0.5,3,64,61,63,73,30
16,lstm,0.1,0.8,5,34,71,89,90,12
17,lstm,0.1,0.8,4,48,34,92,70,28
