,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,5,61,71,89,90,12
2,lstm,0.1,0.3,5,34,71,89,90,12
3,lstm,0.1,0.0,4,53,99,83,91,14
4,lstm,0.1,0.8,5,34,71,89,90,12
5,lstm,0.1,0.4,4,53,95,60,91,14
6,lstm,0.1,0.8,5,34,71,89,90,12
7,lstm,0.1,0.6,5,34,67,89,90,12
8,lstm,0.1,0.8,5,34,71,89,90,12
9,lstm,0.1,0.5,4,16,99,83,44,17
10,lstm,0.1,0.8,5,58,71,89,90,12
11,lstm,0.1,0.2,4,16,99,83,37,17
12,lstm,0.1,0.8,5,34,71,55,90,12
13,mlp,0.001,0.6,2,89,45,69,44,58
14,lstm,0.1,0.0,4,53,95,69,71,29
15,lstm,0.1,0.0,4,53,95,69,71,29
16,lstm,0.1,0.4,4,53,95,60,91,17
17,lstm,0.1,0.8,5,34,71,55,90,12
