,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.5,4,53,95,60,91,17
1,lstm,0.1,0.5,4,53,95,60,91,17
2,mlp,0.001,0.3,1,96,57,90,72,70
3,mlp,0.001,0.2,1,96,60,92,74,70
4,lstm,0.1,0.5,4,53,95,60,91,17
5,lstm,0.1,0.0,4,56,78,51,77,48
6,lstm,0.1,0.1,4,56,79,52,78,48
7,lstm,0.1,0.6,4,52,99,62,94,8
8,lstm,0.1,0.1,4,56,79,52,78,48
9,lstm,0.1,0.0,4,56,78,51,77,48
10,mlp,0.001,0.3,1,96,57,90,72,70
11,mlp,0.001,0.2,1,96,60,92,74,70
12,mlp,0.001,0.0,1,96,53,88,68,81
13,mlp,0.001,0.0,1,97,52,87,67,84
14,mlp,0.001,0.2,1,96,60,92,74,70
15,mlp,0.001,0.3,1,96,57,90,72,70
16,mlp,0.001,0.2,1,96,60,92,74,70
17,mlp,0.001,0.3,1,96,57,90,72,70
