,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.8,5,34,71,89,90,12
2,lstm,0.1,0.8,5,34,71,55,90,12
3,mlp,0.001,0.8,2,89,96,55,44,58
4,lstm,0.1,0.8,1,81,96,55,95,5
5,lstm,0.1,0.8,5,34,71,89,90,12
6,lstm,0.1,0.8,5,34,71,89,90,12
7,lstm,0.1,0.8,5,34,71,89,90,12
8,lstm,0.1,0.8,5,34,72,89,90,12
9,lstm,0.1,0.8,4,34,71,89,90,12
10,mlp,0.001,0.8,2,90,96,55,44,58
11,mlp,0.001,0.8,2,89,96,55,44,58
12,lstm,0.1,0.8,5,34,71,89,90,12
13,lstm,0.1,0.8,5,34,71,26,92,12
14,lstm,0.1,0.8,5,34,71,26,92,12
15,lstm,0.1,0.8,5,47,71,17,92,12
16,lstm,0.1,0.8,1,40,71,26,92,12
17,lstm,0.1,0.8,5,34,71,26,92,12
18,lstm,0.1,0.8,5,90,71,26,71,12
19,lstm,0.1,0.8,5,34,71,26,92,12
20,lstm,0.1,0.8,5,34,71,26,92,12
21,mlp,0.001,0.8,2,89,96,55,44,58
22,lstm,0.1,0.8,5,34,71,26,92,12
23,lstm,0.1,0.8,1,34,71,26,64,12
24,lstm,0.1,0.8,5,34,96,26,92,12
25,mlp,0.001,0.8,2,89,96,55,44,14
26,lstm,0.1,0.8,5,34,71,26,92,12
27,mlp,0.1,0.8,1,34,97,89,69,36
28,lstm,0.1,0.8,3,84,71,26,92,24
29,lstm,0.1,0.8,5,34,71,26,92,12
30,lstm,0.1,0.8,5,34,71,26,92,12
31,mlp,0.001,0.8,2,34,71,89,80,14
32,lstm,0.1,0.8,5,34,96,26,53,12
33,mlp,0.001,0.8,2,34,96,26,44,58
34,mlp,0.01,0.8,2,34,96,55,80,14
35,mlp,0.001,0.8,2,89,96,81,44,58
