,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,mlp,0.1,0.3,1,44,40,55,71,36
2,mlp,0.0001,0.0,3,90,12,28,37,14
3,lstm,0.1,0.0,5,90,12,89,37,12
4,lstm,0.1,0.0,5,90,12,89,37,12
5,lstm,0.1,0.8,5,34,71,89,90,12
6,lstm,0.1,0.0,5,90,12,89,37,12
7,mlp,0.001,0.6,2,89,40,55,71,58
8,lstm,0.1,0.0,5,90,12,89,37,12
9,mlp,0.1,0.6,1,44,40,55,71,58
10,lstm,0.1,0.8,5,34,71,89,90,12
11,lstm,0.1,0.0,5,90,12,89,37,12
12,lstm,0.1,0.8,5,34,71,89,90,12
13,mlp,0.001,0.6,2,89,40,55,71,58
14,lstm,0.1,0.0,5,90,12,89,37,12
15,lstm,0.1,0.8,2,34,71,89,71,12
16,mlp,0.001,0.6,2,89,40,55,37,58
17,lstm,0.1,0.0,5,44,40,89,37,12
18,lstm,0.1,0.8,5,34,71,89,90,12
19,lstm,0.1,0.8,5,34,71,89,90,12
20,lstm,0.1,0.0,5,44,71,89,37,12
21,lstm,0.1,0.0,5,44,40,89,37,12
22,lstm,0.1,0.6,3,44,40,55,71,36
23,mlp,0.1,0.2,1,44,40,64,71,29
24,mlp,0.001,0.2,1,76,31,64,71,29
25,lstm,0.1,0.8,5,34,71,89,90,12
26,mlp,0.1,0.0,4,90,71,89,90,12
27,mlp,0.001,0.0,4,90,40,88,91,58
28,mlp,0.001,0.6,2,89,40,63,71,58
29,mlp,0.01,0.6,1,73,40,58,83,58
30,mlp,0.01,0.6,1,73,40,58,83,58
31,mlp,0.01,0.0,1,73,40,58,58,58
32,mlp,0.001,0.0,2,86,71,55,37,58
33,mlp,0.1,0.2,1,44,40,64,71,29
34,mlp,0.01,0.0,2,86,68,55,23,27
35,mlp,0.1,0.0,1,44,71,89,90,12
