,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.5,4,53,71,60,91,71
2,lstm,0.1,0.8,5,34,71,89,90,12
3,lstm,0.1,0.5,4,53,71,60,91,27
4,lstm,0.1,0.8,4,88,60,22,87,6
5,lstm,0.1,0.5,4,53,95,60,91,11
6,lstm,0.1,0.5,5,42,68,96,89,20
7,lstm,0.1,0.6,5,98,63,77,88,20
8,lstm,0.1,0.7,5,35,70,90,89,13
9,lstm,0.1,0.7,5,32,72,87,90,71
10,lstm,0.1,0.6,5,36,69,91,89,14
11,lstm,0.1,0.8,5,33,71,88,89,20
12,lstm,0.1,0.4,5,40,68,94,89,52
13,lstm,0.1,0.8,5,34,71,89,89,12
14,lstm,0.1,0.4,5,41,67,95,89,21
15,lstm,0.1,0.8,5,91,59,21,86,5
16,lstm,0.1,0.7,5,37,68,96,90,20
17,lstm,0.1,0.8,5,88,60,18,86,18
