,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.5,4,53,95,60,91,17
2,lstm,0.1,0.8,4,33,60,98,90,8
3,lstm,0.1,0.8,4,32,59,98,89,7
4,lstm,0.1,0.5,3,52,91,63,91,15
5,lstm,0.1,0.4,3,44,78,57,82,18
6,lstm,0.1,0.5,5,46,97,66,94,12
7,lstm,0.1,0.4,4,55,99,54,91,18
8,lstm,0.1,0.3,3,48,84,45,80,22
9,lstm,0.1,0.4,3,44,79,61,84,16
10,lstm,0.1,0.1,3,50,90,38,80,20
11,lstm,0.1,0.3,3,51,91,49,85,20
12,lstm,0.1,0.4,4,55,99,54,91,18
13,lstm,0.1,0.3,3,53,95,51,88,18
14,lstm,0.1,0.7,4,35,62,85,85,11
15,lstm,0.1,0.5,3,41,73,67,83,15
16,lstm,0.1,0.8,3,29,53,99,87,6
17,lstm,0.1,0.8,4,32,59,98,89,7
