,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,mlp,0.001,0.4,2,92,28,55,55,43
2,lstm,0.1,0.8,5,34,71,55,44,12
3,lstm,0.1,0.6,4,34,72,75,98,12
4,lstm,0.1,0.6,4,34,72,75,99,12
5,lstm,0.1,0.8,5,34,71,89,44,12
6,lstm,0.1,0.7,5,34,71,88,92,12
7,lstm,0.1,0.8,5,34,71,89,5,12
8,lstm,0.1,0.8,5,34,71,89,44,12
9,lstm,0.1,0.8,5,34,71,89,44,12
10,lstm,0.1,0.8,5,34,71,89,44,12
11,lstm,0.1,0.8,5,34,71,89,44,12
12,lstm,0.1,0.8,5,34,71,89,44,12
13,mlp,0.001,0.4,2,92,28,55,55,43
14,lstm,0.1,0.8,5,34,71,89,44,12
15,lstm,0.1,0.8,5,34,71,89,44,12
16,lstm,0.1,0.8,5,34,71,89,44,12
17,lstm,0.1,0.8,5,34,71,89,90,12
18,lstm,0.1,0.8,5,34,71,89,44,12
19,lstm,0.1,0.8,5,34,71,89,44,12
20,lstm,0.1,0.8,5,34,71,89,90,12
21,lstm,0.1,0.8,5,34,71,89,44,12
22,lstm,0.1,0.8,5,34,71,89,44,12
23,lstm,0.1,0.8,5,34,71,89,90,12
24,lstm,0.1,0.8,5,34,71,89,44,12
25,lstm,0.1,0.8,5,34,71,89,44,43
26,lstm,0.1,0.8,5,34,71,89,73,12
27,lstm,0.1,0.8,5,34,71,89,13,12
28,lstm,0.1,0.8,5,34,71,89,44,12
29,lstm,0.1,0.8,5,34,71,89,44,12
30,lstm,0.1,0.8,5,34,71,89,90,12
31,mlp,0.001,0.4,2,92,28,55,98,43
32,lstm,0.1,0.8,5,34,71,89,44,12
33,lstm,0.1,0.8,5,34,71,89,83,12
34,lstm,0.1,0.8,5,34,71,89,83,12
35,lstm,0.1,0.8,5,34,71,89,44,12
