,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.5,5,34,71,89,44,12
2,lstm,0.1,0.5,1,61,71,13,44,31
3,mlp,0.001,0.0,1,40,61,46,85,46
4,lstm,0.1,0.8,4,69,96,89,71,12
5,lstm,0.1,0.8,5,34,90,89,70,66
6,lstm,0.1,0.5,4,61,96,52,71,34
7,lstm,0.1,0.8,4,69,96,52,71,34
8,lstm,0.1,0.5,4,61,96,52,90,12
9,lstm,0.1,0.8,5,18,71,89,37,16
10,lstm,0.1,0.8,5,34,71,89,90,12
11,lstm,0.1,0.8,5,18,71,89,37,16
12,lstm,0.1,0.5,3,62,96,53,90,12
13,lstm,0.1,0.8,4,23,93,89,82,29
14,lstm,0.1,0.3,5,18,71,58,63,34
15,mlp,0.0001,0.3,1,90,22,66,68,37
16,lstm,0.1,0.8,4,74,96,81,59,4
17,mlp,0.01,0.0,1,71,60,58,88,64
