,model,learning_rate,dropout,n_hidden,hidden_1,hidden_2,hidden_3,hidden_4,hidden_5
0,lstm,0.1,0.8,5,34,71,89,90,12
1,lstm,0.1,0.5,5,61,71,13,44,71
2,lstm,0.1,0.5,1,61,71,13,44,71
3,lstm,0.1,0.6,2,61,6,13,44,71
4,lstm,0.1,0.0,4,63,91,45,83,74
5,lstm,0.1,0.0,4,67,91,36,78,51
6,lstm,0.1,0.8,5,34,71,89,90,12
7,lstm,0.1,0.3,4,52,95,59,95,4
8,lstm,0.1,0.8,5,34,71,89,90,59
9,lstm,0.1,0.8,5,34,71,89,90,59
10,lstm,0.1,0.8,5,34,71,89,90,34
11,lstm,0.1,0.2,4,58,82,63,79,12
12,lstm,0.1,0.5,4,45,77,70,93,42
13,lstm,0.1,0.6,5,43,86,77,70,12
14,lstm,0.1,0.7,5,41,77,74,99,25
15,lstm,0.1,0.2,5,32,71,90,92,27
16,lstm,0.1,0.2,5,44,57,82,69,59
17,lstm,0.1,0.3,4,52,95,59,95,4
